CHROM-BIN_START-BIN_END,PI EU,CHROM-BIN_START-BIN_END,PI EA,CHROM-BIN_START-BIN_END,PI ch,CHROM-BIN_START-BIN_END,PI pk,CHROM-BIN_START-BIN_END,PI sylv,CHROM-BIN_START-BIN_END,PI tril
A01-3350001-3450000,2.16E-05,A01-3350001-3450000,9.80E-06,A01-3400001-3500000,1.08E-05,A01-3375001-3475000,3.44E-07,A01-3750001-3850000,1.76E-06,A01-3625001-3725000,2.78E-06
A01-3375001-3475000,3.25E-06,A01-3375001-3475000,1.64E-07,A01-3425001-3525000,7.04E-05,A01-3400001-3500000,4.66E-06,A01-3775001-3875000,1.76E-06,A01-3650001-3750000,1.09E-05
A01-3400001-3500000,4.30E-06,A01-3400001-3500000,8.21E-06,A01-3450001-3550000,7.04E-05,A01-3425001-3525000,3.14E-05,A01-3800001-3900000,4.40E-06,A01-3675001-3775000,1.09E-05
A01-3425001-3525000,5.85E-05,A01-3425001-3525000,5.37E-05,A01-3475001-3575000,7.04E-05,A01-3450001-3550000,3.14E-05,A01-3825001-3925000,2.64E-06,A01-3700001-3800000,1.09E-05
A01-3450001-3550000,5.85E-05,A01-3450001-3550000,5.37E-05,A01-3500001-3600000,5.96E-05,A01-3475001-3575000,3.14E-05,A01-3850001-3950000,2.64E-06,A01-3725001-3825000,8.12E-06
A01-3475001-3575000,5.85E-05,A01-3475001-3575000,5.37E-05,A01-3525001-3625000,1.86E-05,A01-3500001-3600000,2.67E-05,A01-3875001-3975000,2.64E-06,A01-3750001-3850000,5.00E-07
A01-3500001-3600000,5.42E-05,A01-3500001-3600000,4.55E-05,A01-3550001-3650000,1.86E-05,A01-3525001-3625000,1.40E-05,A01-3950001-4050000,3.30E-07,A01-3775001-3875000,8.91E-06
A01-3525001-3625000,5.58E-06,A01-3525001-3625000,1.63E-05,A01-3575001-3675000,1.86E-05,A01-3550001-3650000,1.40E-05,A01-3975001-4075000,3.30E-07,A01-3800001-3900000,1.04E-05
A01-3550001-3650000,5.58E-06,A01-3550001-3650000,1.63E-05,A01-3600001-3700000,1.86E-05,A01-3575001-3675000,1.40E-05,A01-4000001-4100000,2.97E-06,A01-3825001-3925000,1.04E-05
A01-3575001-3675000,5.58E-06,A01-3575001-3675000,1.63E-05,A01-3625001-3725000,1.84E-06,A01-3600001-3700000,1.40E-05,A01-4025001-4125000,2.97E-06,A01-3850001-3950000,9.95E-06
A01-3600001-3700000,5.58E-06,A01-3600001-3700000,1.63E-05,A01-3650001-3750000,4.78E-06,A01-3625001-3725000,7.01E-07,A01-4050001-4150000,2.64E-06,A01-3875001-3975000,7.76E-06
A01-3650001-3750000,2.47E-07,A01-3625001-3725000,1.25E-06,A01-3675001-3775000,4.78E-06,A01-3650001-3750000,2.10E-06,A01-4075001-4175000,2.64E-06,A01-3900001-4000000,6.22E-06
A01-3675001-3775000,2.47E-07,A01-3650001-3750000,3.38E-06,A01-3700001-3800000,4.78E-06,A01-3675001-3775000,2.10E-06,A01-4250001-4350000,8.57E-06,A01-3925001-4025000,6.22E-06
A01-3700001-3800000,2.47E-07,A01-3675001-3775000,3.38E-06,A01-3725001-3825000,5.05E-06,A01-3700001-3800000,2.10E-06,A01-4275001-4375000,8.57E-06,A01-3950001-4050000,1.99E-05
A01-3725001-3825000,2.60E-06,A01-3700001-3800000,3.38E-06,A01-3750001-3850000,7.14E-06,A01-3725001-3825000,1.76E-06,A01-4300001-4400000,1.92E-05,A01-3975001-4075000,1.37E-05
A01-3750001-3850000,4.76E-06,A01-3725001-3825000,3.46E-06,A01-3775001-3875000,1.50E-05,A01-3750001-3850000,4.77E-06,A01-4325001-4425000,1.92E-05,A01-4000001-4100000,2.07E-05
A01-3775001-3875000,1.46E-05,A01-3750001-3850000,6.15E-06,A01-3800001-3900000,1.83E-05,A01-3775001-3875000,8.02E-06,A01-4350001-4450000,1.07E-05,A01-4025001-4125000,2.07E-05
A01-3800001-3900000,1.77E-05,A01-3775001-3875000,1.19E-05,A01-3825001-3925000,1.62E-05,A01-3800001-3900000,1.69E-05,A01-4375001-4475000,1.07E-05,A01-4050001-4150000,7.05E-06
A01-3825001-3925000,1.53E-05,A01-3800001-3900000,1.89E-05,A01-3850001-3950000,2.09E-05,A01-3825001-3925000,1.66E-05,A01-4650001-4750000,2.64E-06,A01-4075001-4175000,7.05E-06
A01-3850001-3950000,1.56E-05,A01-3825001-3925000,1.75E-05,A01-3875001-3975000,1.31E-05,A01-3850001-3950000,2.09E-05,A01-4675001-4775000,2.64E-06,A01-4125001-4225000,1.09E-05
A01-3875001-3975000,5.73E-06,A01-3850001-3950000,2.22E-05,A01-3900001-4000000,9.79E-06,A01-3875001-3975000,1.76E-05,A01-4700001-4800000,2.64E-06,A01-4150001-4250000,1.09E-05
A01-3900001-4000000,2.69E-06,A01-3875001-3975000,1.65E-05,A01-3925001-4025000,2.25E-05,A01-3900001-4000000,8.75E-06,A01-4725001-4825000,2.64E-06,A01-4175001-4275000,1.09E-05
A01-3925001-4025000,2.66E-05,A01-3900001-4000000,9.50E-06,A01-3950001-4050000,4.37E-05,A01-3925001-4025000,3.08E-05,A01-4800001-4900000,1.76E-06,A01-4200001-4300000,1.09E-05
A01-3950001-4050000,6.03E-05,A01-3925001-4025000,2.74E-05,A01-3975001-4075000,4.82E-05,A01-3950001-4050000,5.88E-05,A01-4825001-4925000,1.76E-06,A01-4250001-4350000,5.28E-06
A01-3975001-4075000,6.41E-05,A01-3950001-4050000,5.61E-05,A01-4000001-4100000,5.22E-05,A01-3975001-4075000,6.30E-05,A01-4850001-4950000,3.19E-06,A01-4275001-4375000,5.28E-06
A01-4000001-4100000,6.72E-05,A01-3975001-4075000,6.08E-05,A01-4025001-4125000,3.94E-05,A01-4000001-4100000,6.80E-05,A01-4875001-4975000,3.19E-06,A01-4300001-4400000,8.36E-06
A01-4025001-4125000,4.33E-05,A01-4000001-4100000,6.57E-05,A01-4050001-4150000,8.48E-06,A01-4025001-4125000,4.59E-05,A01-4900001-5000000,1.43E-06,A01-4325001-4425000,8.36E-06
A01-4050001-4150000,6.83E-06,A01-4025001-4125000,4.78E-05,A01-4075001-4175000,3.98E-06,A01-4050001-4150000,9.19E-06,A01-4925001-5025000,1.43E-06,A01-4350001-4450000,3.08E-06
A01-4075001-4175000,1.26E-05,A01-4050001-4150000,9.69E-06,A01-4100001-4200000,7.13E-06,A01-4075001-4175000,1.51E-05,A01-5000001-5100000,1.21E-06,A01-4375001-4475000,3.08E-06
A01-4100001-4200000,2.19E-05,A01-4075001-4175000,1.22E-05,A01-4125001-4225000,2.02E-05,A01-4100001-4200000,1.54E-05,A01-5025001-5125000,1.21E-06,A01-4450001-4550000,9.74E-07
A01-4125001-4225000,3.36E-05,A01-4100001-4200000,1.40E-05,A01-4150001-4250000,2.10E-05,A01-4125001-4225000,2.69E-05,A01-5050001-5150000,1.21E-06,A01-4475001-4575000,9.74E-07
A01-4150001-4250000,3.36E-05,A01-4125001-4225000,2.84E-05,A01-4175001-4275000,2.10E-05,A01-4150001-4250000,3.20E-05,A01-5075001-5175000,3.85E-06,A01-4500001-4600000,9.74E-07
A01-4175001-4275000,2.42E-05,A01-4150001-4250000,3.25E-05,A01-4200001-4300000,1.38E-05,A01-4175001-4275000,2.19E-05,A01-5100001-5200000,2.64E-06,A01-4525001-4625000,9.74E-07
A01-4200001-4300000,1.17E-05,A01-4175001-4275000,2.52E-05,A01-4225001-4325000,7.84E-07,A01-4200001-4300000,1.65E-05,A01-5125001-5225000,2.64E-06,A01-4650001-4750000,1.04E-05
A01-4250001-4350000,1.25E-05,A01-4200001-4300000,1.85E-05,A01-4250001-4350000,2.61E-05,A01-4225001-4325000,5.09E-06,A01-5150001-5250000,2.64E-06,A01-4675001-4775000,1.04E-05
A01-4275001-4375000,1.25E-05,A01-4225001-4325000,4.10E-06,A01-4275001-4375000,2.61E-05,A01-4250001-4350000,1.92E-05,A01-5175001-5275000,1.76E-06,A01-4700001-4800000,1.04E-05
A01-4300001-4400000,2.47E-05,A01-4250001-4350000,2.48E-05,A01-4300001-4400000,4.03E-05,A01-4275001-4375000,1.92E-05,A01-5200001-5300000,4.00E-05,A01-4725001-4825000,1.04E-05
A01-4325001-4425000,2.47E-05,A01-4275001-4375000,2.48E-05,A01-4325001-4425000,4.03E-05,A01-4300001-4400000,2.50E-05,A01-5225001-5325000,4.00E-05,A01-4775001-4875000,2.12E-06
A01-4350001-4450000,1.22E-05,A01-4300001-4400000,3.60E-05,A01-4350001-4450000,1.42E-05,A01-4325001-4425000,2.50E-05,A01-5250001-5350000,4.38E-05,A01-4800001-4900000,5.85E-06
A01-4375001-4475000,1.22E-05,A01-4325001-4425000,3.60E-05,A01-4375001-4475000,1.42E-05,A01-4350001-4450000,5.79E-06,A01-5275001-5375000,4.21E-05,A01-4825001-4925000,5.85E-06
A01-4450001-4550000,5.84E-06,A01-4350001-4450000,1.11E-05,A01-4450001-4550000,2.29E-06,A01-4375001-4475000,5.79E-06,A01-5300001-5400000,3.85E-06,A01-4850001-4950000,7.27E-06
A01-4475001-4575000,5.84E-06,A01-4375001-4475000,1.11E-05,A01-4475001-4575000,2.29E-06,A01-4450001-4550000,2.06E-06,A01-5325001-5425000,2.27E-05,A01-4875001-4975000,5.15E-06
A01-4500001-4600000,9.96E-06,A01-4450001-4550000,2.15E-06,A01-4500001-4600000,4.12E-06,A01-4475001-4575000,2.06E-06,A01-5350001-5450000,1.89E-05,A01-4900001-5000000,1.42E-06
A01-4525001-4625000,9.96E-06,A01-4475001-4575000,2.15E-06,A01-4525001-4625000,4.12E-06,A01-4500001-4600000,2.77E-06,A01-5375001-5475000,1.89E-05,A01-4925001-5025000,1.42E-06
A01-4550001-4650000,4.12E-06,A01-4500001-4600000,3.40E-06,A01-4550001-4650000,1.84E-06,A01-4525001-4625000,2.77E-06,A01-5400001-5500000,1.89E-05,A01-5175001-5275000,1.31E-05
A01-4575001-4675000,4.12E-06,A01-4525001-4625000,3.40E-06,A01-4575001-4675000,1.84E-06,A01-4550001-4650000,7.01E-07,A01-5500001-5600000,1.60E-05,A01-5200001-5300000,7.41E-05
A01-4650001-4750000,2.83E-05,A01-4550001-4650000,1.25E-06,A01-4650001-4750000,3.10E-05,A01-4575001-4675000,7.01E-07,A01-5525001-5625000,2.13E-05,A01-5225001-5325000,7.41E-05
A01-4675001-4775000,2.83E-05,A01-4575001-4675000,1.25E-06,A01-4675001-4775000,3.10E-05,A01-4650001-4750000,2.46E-05,A01-5550001-5650000,2.13E-05,A01-5250001-5350000,7.41E-05
A01-4700001-4800000,2.83E-05,A01-4650001-4750000,2.78E-05,A01-4700001-4800000,3.10E-05,A01-4675001-4775000,2.46E-05,A01-5575001-5675000,2.13E-05,A01-5275001-5375000,6.11E-05
A01-4725001-4825000,2.83E-05,A01-4675001-4775000,2.78E-05,A01-4725001-4825000,3.10E-05,A01-4700001-4800000,2.46E-05,A01-5600001-5700000,5.27E-06,A01-5325001-5425000,1.82E-05
A01-4775001-4875000,1.01E-06,A01-4700001-4800000,2.78E-05,A01-4800001-4900000,1.59E-05,A01-4725001-4825000,2.46E-05,A01-5675001-5775000,9.67E-06,A01-5350001-5450000,1.82E-05
A01-4800001-4900000,1.62E-05,A01-4725001-4825000,2.78E-05,A01-4825001-4925000,1.59E-05,A01-4775001-4875000,3.57E-07,A01-5700001-5800000,9.67E-06,A01-5375001-5475000,2.15E-05
A01-4825001-4925000,1.62E-05,A01-4775001-4875000,1.85E-07,A01-4850001-4950000,2.08E-05,A01-4800001-4900000,1.38E-05,A01-5725001-5825000,1.95E-05,A01-5400001-5500000,2.15E-05
A01-4850001-4950000,2.75E-05,A01-4800001-4900000,1.80E-05,A01-4875001-4975000,2.08E-05,A01-4825001-4925000,1.38E-05,A01-5750001-5850000,1.95E-05,A01-5425001-5525000,3.27E-06
A01-4875001-4975000,2.65E-05,A01-4825001-4925000,1.80E-05,A01-4900001-5000000,4.85E-06,A01-4850001-4950000,1.76E-05,A01-5775001-5875000,9.78E-06,A01-5450001-5550000,3.27E-06
A01-4900001-5000000,1.14E-05,A01-4850001-4950000,2.25E-05,A01-4925001-5025000,4.85E-06,A01-4875001-4975000,1.73E-05,A01-5800001-5900000,1.59E-05,A01-5500001-5600000,2.83E-05
A01-4925001-5025000,1.14E-05,A01-4875001-4975000,2.23E-05,A01-5000001-5100000,3.24E-05,A01-4900001-5000000,3.84E-06,A01-5825001-5925000,2.00E-05,A01-5525001-5625000,3.19E-05
A01-5000001-5100000,1.55E-05,A01-4900001-5000000,4.47E-06,A01-5025001-5125000,6.19E-05,A01-4925001-5025000,3.84E-06,A01-5850001-5950000,2.00E-05,A01-5550001-5650000,3.19E-05
A01-5025001-5125000,3.26E-05,A01-4925001-5025000,4.47E-06,A01-5050001-5150000,6.19E-05,A01-5000001-5100000,2.79E-05,A01-5875001-5975000,2.00E-05,A01-5575001-5675000,3.19E-05
A01-5050001-5150000,3.26E-05,A01-5000001-5100000,3.06E-05,A01-5075001-5175000,6.46E-05,A01-5025001-5125000,5.04E-05,A01-5900001-6000000,1.38E-05,A01-5600001-5700000,3.59E-06
A01-5075001-5175000,3.72E-05,A01-5025001-5125000,5.77E-05,A01-5100001-5200000,3.22E-05,A01-5050001-5150000,5.04E-05,A01-6000001-6100000,5.27E-06,A01-5675001-5775000,4.56E-06
A01-5100001-5200000,2.17E-05,A01-5050001-5150000,5.77E-05,A01-5125001-5225000,2.74E-06,A01-5075001-5175000,5.48E-05,A01-6025001-6125000,5.27E-06,A01-5700001-5800000,4.56E-06
A01-5125001-5225000,4.62E-06,A01-5075001-5175000,6.13E-05,A01-5150001-5250000,2.74E-06,A01-5100001-5200000,2.68E-05,A01-6050001-6150000,5.27E-06,A01-5725001-5825000,6.81E-06
A01-5150001-5250000,4.62E-06,A01-5100001-5200000,3.07E-05,A01-5175001-5275000,1.44E-05,A01-5125001-5225000,4.31E-06,A01-6075001-6175000,1.76E-05,A01-5750001-5850000,6.81E-06
A01-5175001-5275000,5.10E-06,A01-5125001-5225000,3.64E-06,A01-5200001-5300000,7.48E-05,A01-5150001-5250000,4.31E-06,A01-6100001-6200000,1.23E-05,A01-5775001-5875000,2.24E-06
A01-5200001-5300000,5.14E-05,A01-5150001-5250000,3.64E-06,A01-5225001-5325000,7.48E-05,A01-5175001-5275000,5.34E-06,A01-6125001-6225000,1.23E-05,A01-5800001-5900000,2.24E-06
A01-5225001-5325000,5.14E-05,A01-5175001-5275000,1.06E-05,A01-5250001-5350000,7.82E-05,A01-5200001-5300000,7.18E-05,A01-6150001-6250000,1.23E-05,A01-5950001-6050000,5.00E-07
A01-5250001-5350000,5.32E-05,A01-5200001-5300000,8.17E-05,A01-5275001-5375000,6.38E-05,A01-5225001-5325000,7.18E-05,A01-6275001-6375000,6.70E-06,A01-5975001-6075000,1.00E-06
A01-5275001-5375000,4.81E-05,A01-5225001-5325000,8.17E-05,A01-5300001-5400000,3.32E-06,A01-5250001-5350000,7.18E-05,A01-6300001-6400000,6.70E-06,A01-6000001-6100000,5.35E-06
A01-5300001-5400000,1.73E-06,A01-5250001-5350000,8.36E-05,A01-5325001-5425000,1.87E-05,A01-5275001-5375000,6.65E-05,A01-6325001-6425000,6.70E-06,A01-6025001-6125000,5.35E-06
A01-5325001-5425000,2.38E-05,A01-5275001-5375000,7.30E-05,A01-5350001-5450000,1.54E-05,A01-5325001-5425000,8.10E-06,A01-6350001-6450000,6.70E-06,A01-6050001-6150000,4.85E-06
A01-5350001-5450000,2.20E-05,A01-5300001-5400000,1.84E-06,A01-5375001-5475000,2.72E-05,A01-5350001-5450000,8.10E-06,A01-6375001-6475000,1.43E-06,A01-6075001-6175000,4.35E-06
A01-5375001-5475000,3.71E-05,A01-5325001-5425000,1.57E-05,A01-5400001-5500000,2.72E-05,A01-5375001-5475000,1.25E-05,A01-6400001-6500000,1.43E-06,A01-6200001-6300000,1.65E-05
A01-5400001-5500000,3.71E-05,A01-5350001-5450000,1.39E-05,A01-5425001-5525000,1.18E-05,A01-5400001-5500000,1.25E-05,A01-6425001-6525000,1.43E-06,A01-6225001-6325000,1.65E-05
A01-5425001-5525000,1.50E-05,A01-5375001-5475000,2.41E-05,A01-5450001-5550000,1.18E-05,A01-5425001-5525000,4.37E-06,A01-6450001-6550000,1.43E-06,A01-6250001-6350000,1.65E-05
A01-5450001-5550000,1.50E-05,A01-5400001-5500000,2.41E-05,A01-5500001-5600000,2.75E-05,A01-5450001-5550000,4.37E-06,A01-6475001-6575000,1.49E-05,A01-6275001-6375000,1.97E-05
A01-5500001-5600000,2.46E-05,A01-5425001-5525000,1.02E-05,A01-5525001-5625000,2.99E-05,A01-5500001-5600000,1.39E-05,A01-6500001-6600000,1.49E-05,A01-6300001-6400000,3.18E-06
A01-5525001-5625000,3.26E-05,A01-5450001-5550000,1.02E-05,A01-5550001-5650000,2.99E-05,A01-5525001-5625000,1.58E-05,A01-6525001-6625000,1.49E-05,A01-6325001-6425000,3.18E-06
A01-5550001-5650000,3.26E-05,A01-5500001-5600000,2.17E-05,A01-5575001-5675000,2.99E-05,A01-5550001-5650000,1.58E-05,A01-6550001-6650000,1.49E-05,A01-6350001-6450000,3.65E-06
A01-5575001-5675000,3.26E-05,A01-5525001-5625000,2.65E-05,A01-5600001-5700000,2.34E-06,A01-5575001-5675000,1.58E-05,A01-6600001-6700000,2.05E-05,A01-6375001-6475000,1.45E-06
A01-5600001-5700000,8.06E-06,A01-5550001-5650000,2.65E-05,A01-5675001-5775000,1.62E-05,A01-5600001-5700000,1.95E-06,A01-6625001-6725000,3.13E-05,A01-6400001-6500000,1.45E-06
A01-5675001-5775000,4.68E-06,A01-5575001-5675000,2.65E-05,A01-5700001-5800000,1.62E-05,A01-5675001-5775000,5.12E-06,A01-6650001-6750000,3.13E-05,A01-6425001-6525000,1.45E-06
A01-5700001-5800000,4.68E-06,A01-5600001-5700000,4.81E-06,A01-5725001-5825000,4.55E-05,A01-5700001-5800000,5.12E-06,A01-6675001-6775000,3.13E-05,A01-6450001-6550000,9.74E-07
A01-5725001-5825000,2.57E-05,A01-5675001-5775000,1.21E-05,A01-5750001-5850000,4.82E-05,A01-5725001-5825000,2.76E-05,A01-6700001-6800000,1.56E-05,A01-6475001-6575000,9.03E-06
A01-5750001-5850000,2.72E-05,A01-5700001-5800000,1.21E-05,A01-5775001-5875000,3.20E-05,A01-5750001-5850000,2.83E-05,A01-6725001-6825000,4.84E-06,A01-6500001-6600000,9.03E-06
A01-5775001-5875000,2.26E-05,A01-5725001-5825000,4.16E-05,A01-5800001-5900000,5.36E-05,A01-5775001-5875000,2.32E-05,A01-6750001-6850000,4.84E-06,A01-6525001-6625000,9.03E-06
A01-5800001-5900000,4.92E-05,A01-5750001-5850000,4.34E-05,A01-5825001-5925000,3.51E-05,A01-5800001-5900000,3.48E-05,A01-6775001-6875000,4.84E-06,A01-6550001-6650000,9.03E-06
A01-5825001-5925000,3.67E-05,A01-5775001-5875000,3.13E-05,A01-5850001-5950000,3.24E-05,A01-5825001-5925000,1.41E-05,A01-6800001-6900000,1.46E-05,A01-6600001-6700000,1.33E-05
A01-5850001-5950000,3.52E-05,A01-5800001-5900000,4.84E-05,A01-5875001-5975000,3.24E-05,A01-5850001-5950000,1.34E-05,A01-6825001-6925000,1.46E-05,A01-6625001-6725000,1.96E-05
A01-5875001-5975000,3.52E-05,A01-5825001-5925000,2.57E-05,A01-5900001-6000000,1.08E-05,A01-5875001-5975000,1.34E-05,A01-6850001-6950000,1.46E-05,A01-6650001-6750000,1.96E-05
A01-5900001-6000000,8.50E-06,A01-5850001-5950000,2.40E-05,A01-5950001-6050000,1.39E-05,A01-5900001-6000000,1.76E-06,A01-6875001-6975000,1.46E-05,A01-6675001-6775000,1.96E-05
A01-5950001-6050000,6.21E-06,A01-5875001-5975000,2.40E-05,A01-5975001-6075000,1.69E-05,A01-5950001-6050000,2.06E-05,A01-6975001-7075000,2.09E-05,A01-6700001-6800000,1.20E-05
A01-5975001-6075000,6.70E-06,A01-5900001-6000000,6.83E-06,A01-6000001-6100000,3.01E-05,A01-5975001-6075000,2.36E-05,A01-7000001-7100000,2.09E-05,A01-6725001-6825000,5.69E-06
A01-6000001-6100000,1.61E-05,A01-5950001-6050000,1.79E-05,A01-6025001-6125000,3.01E-05,A01-6000001-6100000,3.74E-05,A01-7025001-7125000,2.09E-05,A01-6750001-6850000,5.69E-06
A01-6025001-6125000,1.61E-05,A01-5975001-6075000,2.09E-05,A01-6050001-6150000,1.62E-05,A01-6025001-6125000,3.74E-05,A01-7050001-7150000,2.09E-05,A01-6775001-6875000,5.69E-06
A01-6050001-6150000,9.88E-06,A01-6000001-6100000,3.45E-05,A01-6075001-6175000,3.12E-05,A01-6050001-6150000,1.67E-05,A01-7075001-7175000,3.08E-06,A01-7000001-7100000,2.62E-06
A01-6075001-6175000,2.16E-05,A01-6025001-6125000,3.45E-05,A01-6100001-6200000,1.80E-05,A01-6075001-6175000,3.24E-05,A01-7100001-7200000,3.08E-06,A01-7025001-7125000,2.62E-06
A01-6100001-6200000,1.22E-05,A01-6050001-6150000,1.66E-05,A01-6125001-6225000,1.80E-05,A01-6100001-6200000,1.86E-05,A01-7125001-7225000,3.08E-06,A01-7050001-7150000,2.62E-06
A01-6125001-6225000,1.22E-05,A01-6075001-6175000,3.21E-05,A01-6150001-6250000,1.80E-05,A01-6125001-6225000,1.86E-05,A01-7150001-7250000,3.08E-06,A01-7075001-7175000,4.94E-06
A01-6150001-6250000,1.22E-05,A01-6100001-6200000,1.84E-05,A01-6200001-6300000,3.29E-05,A01-6150001-6250000,1.86E-05,A01-7400001-7500000,2.86E-06,A01-7100001-7200000,2.32E-06
A01-6200001-6300000,2.20E-05,A01-6125001-6225000,1.84E-05,A01-6225001-6325000,3.29E-05,A01-6200001-6300000,1.69E-05,A01-7425001-7525000,2.86E-06,A01-7125001-7225000,2.32E-06
A01-6225001-6325000,2.20E-05,A01-6150001-6250000,1.84E-05,A01-6250001-6350000,3.29E-05,A01-6225001-6325000,1.69E-05,A01-7450001-7550000,1.08E-05,A01-7150001-7250000,6.90E-06
A01-6250001-6350000,2.20E-05,A01-6200001-6300000,2.54E-05,A01-6275001-6375000,4.92E-05,A01-6250001-6350000,1.69E-05,A01-7475001-7575000,1.24E-05,A01-7175001-7275000,4.58E-06
A01-6275001-6375000,3.30E-05,A01-6225001-6325000,2.54E-05,A01-6300001-6400000,1.63E-05,A01-6275001-6375000,3.43E-05,A01-7500001-7600000,9.56E-06,A01-7200001-7300000,4.58E-06
A01-6300001-6400000,1.10E-05,A01-6250001-6350000,2.54E-05,A01-6325001-6425000,1.63E-05,A01-6300001-6400000,1.74E-05,A01-7525001-7625000,9.56E-06,A01-7225001-7325000,4.58E-06
A01-6325001-6425000,1.10E-05,A01-6275001-6375000,4.35E-05,A01-6350001-6450000,2.42E-05,A01-6325001-6425000,1.74E-05,A01-7550001-7650000,1.65E-06,A01-7375001-7475000,9.74E-07
A01-6350001-6450000,1.92E-05,A01-6300001-6400000,1.81E-05,A01-6375001-6475000,1.55E-05,A01-6350001-6450000,1.90E-05,A01-7600001-7700000,2.64E-06,A01-7400001-7500000,9.74E-07
A01-6375001-6475000,1.23E-05,A01-6325001-6425000,1.81E-05,A01-6400001-6500000,1.55E-05,A01-6375001-6475000,9.04E-06,A01-7625001-7725000,4.07E-06,A01-7425001-7525000,2.52E-05
A01-6400001-6500000,1.23E-05,A01-6350001-6450000,2.44E-05,A01-6425001-6525000,1.55E-05,A01-6400001-6500000,9.04E-06,A01-7650001-7750000,2.00E-05,A01-7450001-7550000,3.18E-05
A01-6425001-6525000,1.23E-05,A01-6375001-6475000,1.42E-05,A01-6450001-6550000,7.58E-06,A01-6425001-6525000,9.04E-06,A01-7675001-7775000,2.54E-05,A01-7475001-7575000,3.41E-05
A01-6450001-6550000,4.14E-06,A01-6400001-6500000,1.42E-05,A01-6475001-6575000,4.04E-05,A01-6450001-6550000,7.45E-06,A01-7700001-7800000,2.27E-05,A01-7500001-7600000,3.41E-05
A01-6475001-6575000,2.32E-05,A01-6425001-6525000,1.42E-05,A01-6500001-6600000,4.04E-05,A01-6475001-6575000,3.66E-05,A01-7725001-7825000,2.76E-05,A01-7525001-7625000,1.03E-05
A01-6500001-6600000,2.32E-05,A01-6450001-6550000,7.82E-06,A01-6525001-6625000,4.04E-05,A01-6500001-6600000,3.66E-05,A01-7750001-7850000,1.16E-05,A01-7550001-7650000,3.77E-06
A01-6525001-6625000,2.32E-05,A01-6475001-6575000,4.11E-05,A01-6550001-6650000,4.04E-05,A01-6525001-6625000,3.66E-05,A01-7775001-7875000,6.26E-06,A01-7575001-7675000,5.00E-07
A01-6550001-6650000,2.32E-05,A01-6500001-6600000,4.11E-05,A01-6575001-6675000,3.01E-06,A01-6550001-6650000,3.66E-05,A01-7800001-7900000,6.26E-06,A01-7600001-7700000,1.85E-06
A01-6600001-6700000,1.25E-05,A01-6525001-6625000,4.11E-05,A01-6600001-6700000,1.55E-05,A01-6575001-6675000,1.95E-06,A01-7825001-7925000,1.43E-06,A01-7625001-7725000,1.35E-06
A01-6625001-6725000,1.76E-05,A01-6550001-6650000,4.11E-05,A01-6625001-6725000,1.97E-05,A01-6600001-6700000,1.78E-05,A01-7850001-7950000,1.43E-06,A01-7650001-7750000,1.35E-06
A01-6650001-6750000,1.76E-05,A01-6575001-6675000,2.45E-06,A01-6650001-6750000,1.97E-05,A01-6625001-6725000,2.48E-05,A01-7875001-7975000,1.73E-05,A01-7675001-7775000,2.32E-06
A01-6675001-6775000,1.76E-05,A01-6600001-6700000,1.69E-05,A01-6675001-6775000,1.67E-05,A01-6650001-6750000,2.48E-05,A01-7900001-8000000,1.87E-05,A01-7700001-7800000,9.74E-07
A01-6700001-6800000,1.04E-05,A01-6625001-6725000,2.30E-05,A01-6700001-6800000,1.06E-05,A01-6675001-6775000,2.29E-05,A01-7925001-8025000,1.81E-05,A01-7725001-7825000,2.83E-06
A01-6725001-6825000,5.23E-06,A01-6650001-6750000,2.30E-05,A01-6725001-6825000,6.33E-06,A01-6700001-6800000,1.05E-05,A01-7950001-8050000,1.81E-05,A01-7750001-7850000,2.83E-06
A01-6750001-6850000,5.23E-06,A01-6675001-6775000,2.05E-05,A01-6750001-6850000,6.33E-06,A01-6725001-6825000,3.53E-06,A01-7975001-8075000,7.58E-06,A01-7775001-7875000,1.86E-06
A01-6775001-6875000,5.23E-06,A01-6700001-6800000,1.09E-05,A01-6775001-6875000,6.33E-06,A01-6750001-6850000,3.53E-06,A01-8000001-8100000,6.15E-06,A01-7800001-7900000,7.36E-06
A01-6800001-6900000,4.66E-05,A01-6725001-6825000,4.83E-06,A01-6800001-6900000,3.44E-05,A01-6775001-6875000,3.53E-06,A01-8025001-8125000,1.11E-05,A01-7825001-7925000,8.68E-06
A01-6825001-6925000,4.66E-05,A01-6750001-6850000,4.83E-06,A01-6825001-6925000,3.44E-05,A01-6800001-6900000,2.13E-05,A01-8050001-8150000,2.65E-05,A01-7850001-7950000,8.68E-06
A01-6850001-6950000,4.66E-05,A01-6775001-6875000,4.83E-06,A01-6850001-6950000,3.44E-05,A01-6825001-6925000,2.13E-05,A01-8075001-8175000,2.62E-05,A01-7875001-7975000,9.65E-06
A01-6875001-6975000,4.66E-05,A01-6800001-6900000,2.79E-05,A01-6875001-6975000,3.44E-05,A01-6850001-6950000,2.13E-05,A01-8100001-8200000,2.62E-05,A01-7900001-8000000,5.63E-06
A01-6975001-7075000,3.72E-05,A01-6825001-6925000,2.79E-05,A01-6975001-7075000,4.64E-05,A01-6875001-6975000,2.13E-05,A01-8125001-8225000,2.03E-05,A01-7925001-8025000,7.49E-06
